id_client,polynomial_ma_1,polynomial_ar_1,cluster,cluster_DBSCAN
354,,,2.0,29.0
355,,,2.0,29.0
356,,,2.0,29.0
357,,,2.0,29.0
358,,,2.0,29.0
359,,,2.0,29.0
360,,,2.0,29.0
361,,,2.0,29.0
362,-0.5987613897787771,-0.9407196230539212,0.0,9.0
363,,,2.0,29.0
364,,,2.0,29.0
365,,,2.0,29.0
366,,,2.0,29.0
367,,,2.0,29.0
368,,,2.0,29.0
369,,,2.0,29.0
370,,,2.0,29.0
371,,,2.0,29.0
372,,,2.0,29.0
373,,,2.0,29.0
374,,,2.0,29.0
375,,,2.0,29.0
376,,,2.0,29.0
377,,,2.0,29.0
378,,,2.0,29.0
379,,,2.0,29.0
380,,,2.0,29.0
381,,,2.0,29.0
382,,,2.0,29.0
383,,,2.0,29.0
384,,,2.0,29.0
385,,,2.0,29.0
386,,,2.0,29.0
387,,,2.0,29.0
388,-0.999542425807648,-0.7727284836766434,0.0,0.0
389,,,2.0,29.0
390,,,2.0,29.0
391,-0.9997775304182088,-0.6555607681954623,0.0,0.0
392,-0.998861163079374,-0.6555400807768287,0.0,0.0
393,-0.08213925035598417,,2.0,29.0
394,,,2.0,29.0
395,-0.9980045457983476,-0.6555247136451837,0.0,0.0
396,-0.9992031900155132,-0.6556158064110447,0.0,0.0
397,,,2.0,29.0
398,-0.999482372411276,-0.3871316489944297,0.0,0.0
399,-0.9996492509668627,-0.6555622866055182,0.0,0.0
400,-0.9992169707802709,-0.6555433802376031,0.0,0.0
401,-0.9984599481731372,-0.6555336863441581,0.0,0.0
402,-0.9995493116732216,-0.6555614604307803,0.0,0.0
403,,,2.0,29.0
404,-0.9995157856684612,-0.6925379093149594,0.0,0.0
405,,,2.0,29.0
406,-0.9992948155730648,-0.6555536346559875,0.0,0.0
407,,,2.0,29.0
408,-0.9997450830650532,-0.6555502118293629,0.0,0.0
409,,,2.0,29.0
410,-0.9996072795550568,-0.6555533897262701,0.0,0.0
411,-0.9995886630293624,-0.6556221305212947,0.0,0.0
412,-0.8559457030653166,,2.0,29.0
413,,,2.0,29.0
414,-0.18381758713809407,,2.0,29.0
415,-0.9986523090004013,-0.6555339065229427,0.0,0.0
416,-0.9989880964631314,-0.5651164260726242,0.0,0.0
417,-0.9995791113796236,-0.6555445800112476,0.0,0.0
418,,,2.0,29.0
419,-0.9987079923274932,-0.6555390684652195,0.0,0.0
420,-0.9986520978986504,-0.6177054971930661,0.0,0.0
421,-0.9994948404624732,-0.6555354070478966,0.0,0.0
422,-0.9996416058183416,-0.6555663817496706,0.0,0.0
423,,,2.0,29.0
424,-0.9989855571547132,-0.6555580237053569,0.0,0.0
425,,,2.0,29.0
426,-0.9993798033862652,-0.6555823678359556,0.0,0.0
427,-0.9998471102195642,-0.6556151675206697,0.0,0.0
428,,,2.0,29.0
429,-0.9996040576195876,-0.6555533143527679,0.0,0.0
430,0.0023990843781109424,,2.0,29.0
431,-0.9995507802707674,-0.6555612722155443,0.0,0.0
432,-0.9994118389853508,-0.6555361155030798,0.0,0.0
433,-0.9983702504554136,-0.6555573955831154,0.0,0.0
434,-0.9978395096266686,-0.3930401773585853,0.0,0.0
435,-0.9996878253031716,-0.6555079952545539,0.0,0.0
436,-0.9990803442958018,-0.6555685277410918,0.0,0.0
437,,,2.0,29.0
438,-0.9996715202800645,-0.6555559618521469,0.0,0.0
439,-0.9988324291241976,-0.655552272433917,0.0,0.0
440,,,2.0,29.0
441,-0.9988055231171477,-0.6558988176393086,0.0,0.0
442,-0.9986989674917466,-0.6561275504042774,0.0,0.0
443,,,2.0,29.0
444,-0.9972194192047676,-0.6555305987835234,0.0,0.0
445,-0.9996694943072052,-0.6555514857656943,0.0,0.0
446,,,2.0,29.0
447,,,2.0,29.0
448,,,2.0,29.0
449,,,2.0,29.0
450,,,2.0,29.0
451,,,2.0,29.0
452,,,2.0,29.0
453,,,2.0,29.0
454,,,2.0,29.0
455,,,2.0,29.0
456,,,2.0,29.0
457,,,2.0,29.0
458,,,2.0,29.0
459,,,2.0,29.0
460,,,2.0,29.0
461,,,2.0,29.0
462,,,2.0,29.0
463,,,2.0,29.0
464,,,2.0,29.0
465,,,2.0,29.0
466,,,2.0,29.0
467,,,2.0,29.0
468,,,2.0,29.0
469,,,2.0,29.0
470,-0.9994321005128658,-0.6555668907626173,0.0,0.0
471,-0.1396739630353141,,2.0,29.0
472,-0.9995667550401174,-0.6548438104596387,0.0,0.0
473,-0.9991281070046422,-0.6555512569622304,0.0,0.0
474,,,2.0,29.0
475,,,2.0,29.0
476,,,2.0,29.0
477,,,2.0,29.0
478,,,2.0,29.0
479,,,2.0,29.0
480,,,2.0,29.0
481,,,2.0,29.0
482,,,2.0,29.0
483,,,2.0,29.0
484,,,2.0,29.0
485,,,2.0,29.0
486,,,2.0,29.0
487,,,2.0,29.0
488,,,2.0,29.0
489,,,2.0,29.0
490,,,2.0,29.0
491,,,2.0,29.0
492,,,2.0,29.0
493,,,2.0,29.0
494,,,2.0,29.0
495,,,2.0,29.0
496,,,2.0,29.0
497,,,2.0,29.0
498,,,2.0,29.0
499,,,2.0,29.0
500,,,2.0,29.0
501,,,2.0,29.0
502,,,2.0,29.0
503,,,2.0,29.0
504,,,2.0,29.0
505,,,2.0,29.0
506,,,2.0,29.0
507,,,2.0,29.0
508,,,2.0,29.0
509,,,2.0,29.0
510,,,2.0,29.0
511,,,2.0,29.0
512,,,2.0,29.0
513,,,2.0,29.0
514,,,2.0,29.0
515,,,2.0,29.0
516,,,2.0,29.0
517,,,2.0,29.0
518,,,2.0,29.0
519,,,2.0,29.0
520,,,2.0,29.0
521,,,2.0,29.0
522,,,2.0,29.0
523,,,2.0,29.0
524,,,2.0,29.0
525,,,2.0,29.0
526,,,2.0,29.0
527,,,2.0,29.0
528,,,2.0,29.0
529,,,2.0,29.0
530,,,2.0,29.0
531,,,2.0,29.0
532,,,2.0,29.0
533,,,2.0,29.0
534,,,2.0,29.0
535,,,2.0,29.0
536,,,2.0,29.0
537,,,2.0,29.0
538,,,2.0,29.0
539,,,2.0,29.0
540,,,2.0,29.0
541,,,2.0,29.0
542,,,2.0,29.0
543,,,2.0,29.0
544,,,2.0,29.0
545,-0.17637256743178442,,2.0,29.0
546,,,2.0,29.0
547,,,2.0,29.0
548,,,2.0,29.0
549,,,2.0,29.0
550,,,2.0,29.0
551,,,2.0,29.0
552,,,2.0,29.0
553,,,2.0,29.0
554,-0.2639829089748395,-0.647629647390495,0.0,10.0
555,,,2.0,29.0
556,,,2.0,29.0
557,,,2.0,29.0
558,,,2.0,29.0
559,,,2.0,29.0
560,,,2.0,29.0
561,,,2.0,29.0
562,,,2.0,29.0
563,,,2.0,29.0
564,,,2.0,29.0
565,,,2.0,29.0
566,,,2.0,29.0
567,,,2.0,29.0
568,,,2.0,29.0
569,,,2.0,29.0
570,,,2.0,29.0
571,,,2.0,29.0
572,,,2.0,29.0
573,,,2.0,29.0
574,,,2.0,29.0
575,,,2.0,29.0
576,,,2.0,29.0
577,,,2.0,29.0
578,,,2.0,29.0
579,,,2.0,29.0
580,,,2.0,29.0
581,,,2.0,29.0
582,,,2.0,29.0
583,,,2.0,29.0
584,,,2.0,29.0
585,-0.9966232728227846,0.008526530223323591,0.0,7.0
586,,,2.0,29.0
587,,,2.0,29.0
588,,,2.0,29.0
589,,,2.0,29.0
590,,,2.0,29.0
591,0.9990154342622242,0.7054349801594598,1.0,5.0
592,,,2.0,29.0
593,,,2.0,29.0
594,-0.994777483150564,-0.9999903752156162,0.0,8.0
595,,,2.0,29.0
596,-0.9997481190946864,-0.7224845012198442,0.0,0.0
597,-0.9997481190946864,-0.7224845012198442,0.0,0.0
598,-0.9997481190946864,-0.7224845012198442,0.0,0.0
599,,,2.0,29.0
600,,,2.0,29.0
601,,,2.0,29.0
602,,,2.0,29.0
603,,,2.0,29.0
604,,,2.0,29.0
605,,,2.0,29.0
606,,,2.0,29.0
607,,,2.0,29.0
608,,,2.0,29.0
609,,,2.0,29.0
610,,,2.0,29.0
611,,,2.0,29.0
612,,,2.0,29.0
613,-0.9945545386347222,,2.0,29.0
614,,,2.0,29.0
615,,,2.0,29.0
616,,,2.0,29.0
617,,,2.0,29.0
618,,,2.0,29.0
619,0.6754444487968964,-0.8961256541654361,1.0,11.0
620,,,2.0,29.0
621,,,2.0,29.0
622,,,2.0,29.0
623,,,2.0,29.0
624,,,2.0,29.0
625,,,2.0,29.0
626,,,2.0,29.0
627,,,2.0,29.0
628,,,2.0,29.0
629,,,2.0,29.0
630,,,2.0,29.0
631,,,2.0,29.0
632,,,2.0,29.0
633,-0.9982948466278384,-0.7514944409888805,0.0,0.0
634,-0.9991414959484004,-0.7514939019218857,0.0,0.0
635,,0.06724211329563196,2.0,29.0
636,,,2.0,29.0
637,-0.3369319223526567,,2.0,29.0
638,-0.9986538609456072,-0.7515246086403871,0.0,0.0
639,-0.9997300399638788,-0.7515548020653295,0.0,0.0
640,-0.9993374765223046,-0.7515316455813368,0.0,0.0
641,,,2.0,29.0
642,-0.998524780571328,-0.7515359727473503,0.0,0.0
643,-0.9995217587345246,-0.7515289608193513,0.0,0.0
644,-0.9985678401046536,-0.7513498552095389,0.0,0.0
645,0.9958145003205484,0.9368929785489634,1.0,5.0
646,-0.9985937621507176,-0.7514980338050319,0.0,0.0
647,-0.9993269923766109,-0.7494072457104147,0.0,0.0
648,,,2.0,29.0
649,-0.9990603890003746,-0.7515272719815332,0.0,0.0
650,,,2.0,29.0
651,-0.998862033792088,-0.7515430915684238,0.0,0.0
652,-0.9995161088854568,-0.7515453312941431,0.0,0.0
653,-0.08104353733884351,,2.0,29.0
654,-0.9737403030208636,-0.9957265823074232,0.0,8.0
655,-0.9997141072239576,-0.7515165407103144,0.0,0.0
656,,,2.0,29.0
657,-0.99962213555334,-0.6884410951984403,0.0,0.0
658,-0.9999079996073952,-0.6885357076414121,0.0,0.0
659,-0.9996851788689224,-0.6884857857997507,0.0,0.0
660,,,2.0,29.0
661,,,2.0,29.0
662,,0.6776729137845472,2.0,29.0
663,,,2.0,29.0
664,,,2.0,29.0
665,,,2.0,29.0
666,,,2.0,29.0
667,-0.5022675322579154,0.2745370990381021,0.0,-1.0
668,-0.9994901338672,-0.7481941813420521,0.0,0.0
669,,,2.0,29.0
670,,,2.0,29.0
671,,,2.0,29.0
672,-0.999553382554082,-0.7224790059663597,0.0,0.0
673,-0.9998441829325158,-0.7225009342767829,0.0,0.0
674,,,2.0,29.0
675,-0.9994080249509584,-0.51070154881065,0.0,0.0
676,-0.9994954169039092,-0.7224775813997978,0.0,0.0
677,-0.9994954169039092,-0.7224775813997978,0.0,0.0
678,,,2.0,29.0
679,-0.9997520445321361,-0.7224897074723976,0.0,0.0
680,,,2.0,29.0
681,,,2.0,29.0
682,,,2.0,29.0
683,,,2.0,29.0
684,,,2.0,29.0
685,,,2.0,29.0
686,,,2.0,29.0
687,,,2.0,29.0
688,,,2.0,29.0
689,,,2.0,29.0
690,,,2.0,29.0
691,,,2.0,29.0
692,,,2.0,29.0
693,,,2.0,29.0
694,,,2.0,29.0
695,,,2.0,29.0
696,-0.10616233341895058,0.3956420367147541,1.0,-1.0
697,,,2.0,29.0
698,,,2.0,29.0
699,,-0.4032156076421427,2.0,29.0
700,0.9962518117287648,0.6296054252117372,1.0,5.0
701,,,2.0,29.0
702,,,2.0,29.0
703,-0.9995614169195536,-0.647968774213847,0.0,0.0
704,0.00856095529213876,,2.0,29.0
705,,,2.0,29.0
706,,,2.0,29.0
707,,,2.0,29.0
708,,,2.0,29.0
709,,,2.0,29.0
710,,,2.0,29.0
711,,,2.0,29.0
712,,,2.0,29.0
713,,,2.0,29.0
714,,,2.0,29.0
715,,,2.0,29.0
716,,,2.0,29.0
717,,,2.0,29.0
718,,,2.0,29.0
719,,,2.0,29.0
720,-0.9995621114357665,,2.0,29.0
721,,,2.0,29.0
722,,,2.0,29.0
723,,,2.0,29.0
724,,,2.0,29.0
725,,,2.0,29.0
726,,,2.0,29.0
727,,,2.0,29.0
728,,,2.0,29.0
729,,,2.0,29.0
730,,,2.0,29.0
731,-0.9987508811039648,-0.7727216469390615,0.0,0.0
732,,,2.0,29.0
733,,,2.0,29.0
734,,,2.0,29.0
735,,,2.0,29.0
736,-0.9986697663921956,-0.6555240922296864,0.0,0.0
737,,,2.0,29.0
738,,,2.0,29.0
739,-0.9988844930728592,-0.6555708675296437,0.0,0.0
740,,,2.0,29.0
741,,,2.0,29.0
742,,,2.0,29.0
743,,,2.0,29.0
744,,,2.0,29.0
745,,,2.0,29.0
746,,,2.0,29.0
747,,,2.0,29.0
748,,,2.0,29.0
749,,,2.0,29.0
750,-0.9992423109706396,-0.6555597864764395,0.0,0.0
751,,,2.0,29.0
752,-0.9996258299430336,-0.6553716756004537,0.0,0.0
753,,,2.0,29.0
754,,,2.0,29.0
755,,0.4645850366840133,2.0,29.0
756,,,2.0,29.0
757,,,2.0,29.0
758,,,2.0,29.0
759,,,2.0,29.0
760,0.9959032401881528,,2.0,29.0
761,,,2.0,29.0
762,-0.9983649029664832,-0.7515177129201613,0.0,0.0
763,,,2.0,29.0
764,-0.7454071505380482,0.18250089538407568,0.0,12.0
765,,,2.0,29.0
766,,,2.0,29.0
767,,,2.0,29.0
768,-0.997867387099452,-0.6555444820253116,0.0,0.0
769,,,2.0,29.0
770,-0.9990204464093104,-0.6555317388369193,0.0,0.0
771,-0.9988863329711236,-0.7224762904911212,0.0,0.0
772,-0.7254128500503269,,2.0,29.0
773,,,2.0,29.0
774,,0.4700200830778712,2.0,29.0
775,-0.9995937193061414,-0.7224748711965184,0.0,0.0
776,,,2.0,29.0
777,,,2.0,29.0
778,,,2.0,29.0
779,,,2.0,29.0
780,-0.3882925192790372,,2.0,29.0
781,,,2.0,29.0
782,,,2.0,29.0
783,,,2.0,29.0
784,0.8750821496938583,0.8482736062089525,1.0,5.0
785,,,2.0,29.0
786,,,2.0,29.0
787,,,2.0,29.0
788,-0.9997701269427199,-0.6555456679520649,0.0,0.0
789,,,2.0,29.0
790,,,2.0,29.0
791,,,2.0,29.0
792,,,2.0,29.0
793,,,2.0,29.0
794,,,2.0,29.0
795,,,2.0,29.0
796,,,2.0,29.0
797,,,2.0,29.0
798,,,2.0,29.0
799,-0.07883286881142508,,2.0,29.0
800,,,2.0,29.0
801,-0.9988002291085266,-0.6555648712324457,0.0,0.0
802,-0.9990453732700608,-0.6556624560766037,0.0,0.0
803,,,2.0,29.0
804,,,2.0,29.0
805,,,2.0,29.0
806,,,2.0,29.0
807,,,2.0,29.0
808,,0.5596939738708766,2.0,29.0
809,,,2.0,29.0
810,,,2.0,29.0
811,0.1140555277161442,,2.0,29.0
812,,,2.0,29.0
813,,,2.0,29.0
814,,,2.0,29.0
815,,,2.0,29.0
816,,,2.0,29.0
817,-0.12769615827931824,,2.0,29.0
818,,,2.0,29.0
819,,,2.0,29.0
820,-0.9992440634456812,-0.6341020543021748,0.0,0.0
821,,,2.0,29.0
822,,,2.0,29.0
823,,,2.0,29.0
824,-0.999192665081004,-0.6555586488645151,0.0,0.0
825,,,2.0,29.0
826,,,2.0,29.0
